,customer,state,customer lifetime value,response,coverage,education,effective to date,employmentstatus,gender,income,location code,marital status,monthly premium auto,months since last claim,months since policy inception,number of open complaints,number of policies,policy type,policy,renew offer type,sales channel,total claim amount,vehicle class,vehicle size,vehicle type
3782,VK98184,Arizona,5033,No,Extended,College,2/19/11,Employed,F,77031,Suburban,Married,125,17,17,0,1,Personal Auto,Personal L3,Offer2,Call Center,600,SUV,Medsize,A
3783,VJ51327,California,20314,No,Basic,High School or Below,1/21/11,Employed,F,63209,Rural,Married,102,20,28,2,2,Personal Auto,Personal L3,Offer1,Agent,207,SUV,Small,A
3784,BA19651,California,6134,No,Extended,High School or Below,1/1/11,Employed,M,43875,Urban,Divorced,78,18,33,0,5,Corporate Auto,Corporate L3,Offer3,Agent,289,Four-Door Car,Medsize,A
3785,JP22499,California,3142,No,Extended,Bachelor,1/10/11,Employed,M,43285,Urban,Single,83,35,77,0,1,Corporate Auto,Corporate L3,Offer2,Web,265,Two-Door Car,Medsize,A
3786,DA84476,Oregon,7019,Yes,Basic,College,1/23/11,Retired,M,26806,Suburban,Married,63,32,19,0,2,Corporate Auto,Corporate L3,Offer1,Agent,302,Four-Door Car,Medsize,A
3787,AX86150,Washington,2656,No,Basic,High School or Below,2/9/11,Employed,M,62777,Rural,Single,67,34,32,0,1,Personal Auto,Personal L1,Offer4,Agent,101,Two-Door Car,Medsize,A
3788,JD10245,California,4358,No,Basic,High School or Below,1/31/11,Employed,M,86001,Suburban,Divorced,109,4,27,1,1,Personal Auto,Personal L3,Offer1,Agent,523,SUV,Medsize,A
3789,No94161,California,2719,No,Basic,High School or Below,2/15/11,Employed,M,37703,Rural,Divorced,70,11,51,0,1,Corporate Auto,Corporate L1,Offer3,Agent,83,Two-Door Car,Medsize,A
3790,LM37855,California,7607,No,Basic,College,1/28/11,Unemployed,M,0,Suburban,Married,104,3,62,0,3,Personal Auto,Personal L2,Offer1,Branch,638,SUV,Small,A
3791,SC92090,Arizona,8717,Yes,Basic,College,2/14/11,Employed,M,83846,Suburban,Married,74,22,94,3,2,Personal Auto,Personal L2,Offer2,Agent,355,Four-Door Car,Large,A
3792,SM54927,Washington,6739,No,Extended,Bachelor,1/26/11,Unemployed,F,0,Rural,Married,93,34,32,0,9,Personal Auto,Personal L2,Offer1,Call Center,13,Four-Door Car,Medsize,A
3793,UV17888,California,7405,No,Basic,Bachelor,1/9/11,Disabled,F,22044,Rural,Divorced,65,35,70,0,2,Corporate Auto,Corporate L1,Offer1,Agent,10,Four-Door Car,Large,A
3794,GN46207,Oregon,4170,Yes,Basic,Master,1/17/11,Employed,F,29462,Suburban,Single,107,28,23,1,1,Personal Auto,Personal L3,Offer2,Branch,513,SUV,Large,A
3795,AQ94108,Oregon,8507,No,Basic,College,2/26/11,Employed,F,56704,Rural,Married,71,33,50,0,2,Corporate Auto,Corporate L3,Offer1,Branch,84,Four-Door Car,Medsize,A
3796,HQ87008,California,2627,No,Basic,Bachelor,1/2/11,Employed,F,94962,Suburban,Married,67,10,48,4,1,Personal Auto,Personal L2,Offer2,Agent,321,Two-Door Car,Large,A
3797,VK42108,Washington,18060,No,Basic,Bachelor,1/17/11,Employed,F,57882,Suburban,Single,115,1,61,0,2,Corporate Auto,Corporate L3,Offer1,Web,552,SUV,Medsize,A
3798,DY73849,California,4569,No,Extended,Bachelor,1/25/11,Unemployed,F,0,Rural,Married,124,32,75,0,1,Personal Auto,Personal L1,Offer2,Call Center,250,SUV,Large,A
3799,SC47383,Nevada,7406,No,Basic,Bachelor,2/3/11,Employed,F,38169,Rural,Married,62,18,82,0,2,Corporate Auto,Corporate L2,Offer1,Branch,71,Four-Door Car,Medsize,A
3800,TD14365,California,8163,No,Extended,Bachelor,2/6/11,Unemployed,M,0,Suburban,Single,85,9,37,3,2,Corporate Auto,Corporate L2,Offer1,Branch,790,Four-Door Car,Medsize,A
3801,EZ43738,California,5204,No,Basic,Bachelor,2/9/11,Medical Leave,F,29406,Suburban,Married,68,33,79,0,6,Personal Auto,Personal L3,Offer1,Agent,326,Four-Door Car,Medsize,A
3802,QD73891,Oregon,5261,No,Basic,High School or Below,1/13/11,Employed,M,90217,Suburban,Married,66,14,88,1,5,Personal Auto,Personal L1,Offer4,Web,316,Four-Door Car,Small,A
3803,XN90444,California,8200,No,Basic,Doctor,1/22/11,Employed,M,24814,Suburban,Single,69,31,48,0,2,Special Auto,Special L1,Offer2,Call Center,331,Two-Door Car,Medsize,A
3804,ZT53375,California,5483,No,Basic,Bachelor,1/7/11,Employed,M,87777,Urban,Single,68,16,1,0,7,Personal Auto,Personal L2,Offer1,Branch,257,Two-Door Car,Medsize,A
3805,UA74474,Oregon,4515,No,Premium,College,2/27/11,Employed,F,87517,Suburban,Married,112,1,28,1,1,Corporate Auto,Corporate L3,Offer2,Branch,802,Four-Door Car,Small,A
3806,MA60552,California,4015,No,Basic,Bachelor,2/19/11,Employed,M,28088,Suburban,Married,102,8,61,0,1,Personal Auto,Personal L2,Offer1,Agent,489,SUV,Small,A
3807,No50634,Oregon,4330,Yes,Premium,College,2/16/11,Employed,M,60475,Suburban,Married,107,9,18,0,1,Personal Auto,Personal L3,Offer2,Branch,513,Four-Door Car,Medsize,A
3808,CZ96653,Oregon,8534,No,Basic,Bachelor,2/21/11,Employed,F,47325,Rural,Married,107,0,92,0,6,Personal Auto,Personal L2,Offer1,Web,64,SUV,Small,A
3809,FL85008,Oregon,13466,Yes,Basic,High School or Below,2/23/11,Disabled,F,11432,Suburban,Married,119,11,9,0,2,Personal Auto,Personal L2,Offer2,Agent,571,SUV,Small,A
3810,EA40332,Oregon,15394,No,Premium,Bachelor,1/22/11,Employed,M,35822,Suburban,Divorced,197,25,79,0,7,Personal Auto,Personal L2,Offer2,Agent,1404,SUV,Medsize,A
3811,YR85283,Nevada,15083,No,Extended,High School or Below,1/1/11,Employed,F,26021,Urban,Married,126,6,32,0,2,Personal Auto,Personal L2,Offer4,Agent,331,SUV,Small,A
3812,KW52227,California,7814,No,Basic,Bachelor,2/7/11,Employed,M,51972,Suburban,Married,66,19,22,0,2,Personal Auto,Personal L2,Offer2,Web,316,Four-Door Car,Medsize,A
3813,CP32818,Oregon,4529,No,Basic,Bachelor,2/21/11,Employed,M,64270,Rural,Single,117,12,58,0,1,Personal Auto,Personal L3,Offer2,Agent,46,Sports Car,Small,A
3814,HB48518,Nevada,3891,No,Basic,College,1/17/11,Employed,M,31409,Rural,Married,100,14,39,0,1,Corporate Auto,Corporate L2,Offer4,Agent,116,SUV,Medsize,A
3815,XK61304,California,5297,No,Basic,College,2/19/11,Medical Leave,F,23908,Suburban,Married,70,18,57,0,4,Personal Auto,Personal L3,Offer1,Agent,336,Four-Door Car,Medsize,A
3816,MY13737,California,9386,No,Basic,High School or Below,2/11/11,Employed,M,42090,Rural,Married,119,0,61,0,3,Corporate Auto,Corporate L3,Offer1,Branch,203,SUV,Medsize,A
3817,LE85123,Oregon,19237,No,Basic,Bachelor,1/2/11,Employed,M,35624,Urban,Single,66,6,55,2,2,Personal Auto,Personal L1,Offer1,Call Center,227,Four-Door Car,Medsize,A
3818,XC43591,Oregon,12880,No,Premium,College,2/21/11,Employed,M,24571,Suburban,Married,109,21,22,0,2,Personal Auto,Personal L3,Offer1,Agent,523,Four-Door Car,Medsize,A
3819,YZ79232,Oregon,4776,No,Basic,Master,2/5/11,Unemployed,M,0,Urban,Single,67,10,38,0,9,Personal Auto,Personal L3,Offer2,Web,315,Four-Door Car,Medsize,A
3820,WN76039,Nevada,2545,No,Basic,Bachelor,1/16/11,Unemployed,F,0,Suburban,Single,71,6,65,0,1,Special Auto,Special L3,Offer1,Agent,340,Four-Door Car,Medsize,A
3821,SI48717,Oregon,14435,No,Extended,College,2/20/11,Employed,M,70600,Suburban,Divorced,122,26,5,1,2,Personal Auto,Personal L3,Offer2,Call Center,636,SUV,Medsize,A
3822,BX20846,Oregon,3861,Yes,Extended,College,1/6/11,Employed,F,93272,Urban,Married,95,3,54,0,1,Personal Auto,Personal L3,Offer2,Branch,281,Four-Door Car,Medsize,A
3823,GF97506,Nevada,9048,Yes,Basic,High School or Below,1/24/11,Unemployed,M,0,Suburban,Married,119,9,8,0,3,Personal Auto,Personal L2,Offer2,Web,571,Sports Car,Medsize,A
3824,NG27780,Oregon,2520,No,Basic,College,1/15/11,Unemployed,M,0,Rural,Married,70,18,47,0,1,Corporate Auto,Corporate L1,Offer2,Agent,63,Four-Door Car,Medsize,A
3825,FX78901,Oregon,16548,No,Extended,Bachelor,1/21/11,Employed,F,81639,Rural,Single,82,33,26,0,2,Special Auto,Special L3,Offer2,Call Center,47,Four-Door Car,Medsize,A
3826,XQ81794,Arizona,5137,No,Basic,High School or Below,2/25/11,Employed,M,93872,Urban,Married,64,23,6,0,6,Personal Auto,Personal L3,Offer4,Web,206,Four-Door Car,Medsize,A
3827,IR57729,California,16547,No,Basic,High School or Below,1/7/11,Employed,M,46593,Rural,Married,70,3,81,0,2,Corporate Auto,Corporate L1,Offer2,Agent,129,Two-Door Car,Medsize,A
3828,TR88637,Arizona,8105,No,Basic,High School or Below,2/11/11,Employed,F,38893,Rural,Single,103,19,40,0,9,Personal Auto,Personal L1,Offer2,Agent,41,SUV,Small,A
3829,KZ60207,Arizona,5007,No,Basic,College,1/16/11,Employed,M,51523,Suburban,Married,62,31,0,0,3,Personal Auto,Personal L2,Offer4,Agent,297,Four-Door Car,Small,A
3830,TG36139,California,4679,No,Extended,High School or Below,2/10/11,Disabled,F,21720,Suburban,Single,128,5,7,0,1,Corporate Auto,Corporate L1,Offer4,Branch,837,SUV,Medsize,A
3831,VH51235,Arizona,3097,No,Extended,Bachelor,2/14/11,Unemployed,F,0,Suburban,Single,89,16,59,0,1,Personal Auto,Personal L2,Offer3,Web,427,Four-Door Car,Medsize,A
3832,KJ86296,Oregon,4556,No,Basic,High School or Below,2/1/11,Unemployed,M,0,Suburban,Single,73,24,40,2,9,Personal Auto,Personal L2,Offer1,Agent,525,Four-Door Car,Medsize,A
3833,XP50892,Oregon,3940,No,Basic,High School or Below,2/3/11,Employed,M,92539,Rural,Single,100,1,55,0,1,Corporate Auto,Corporate L3,Offer2,Branch,25,SUV,Medsize,A
3834,ER20865,California,8652,No,Premium,Bachelor,2/1/11,Employed,M,65605,Urban,Married,111,2,72,2,7,Corporate Auto,Corporate L2,Offer3,Branch,377,Two-Door Car,Medsize,A
3835,PU18983,Oregon,8608,No,Basic,High School or Below,2/4/11,Employed,F,21450,Suburban,Divorced,110,8,80,2,3,Personal Auto,Personal L1,Offer1,Call Center,528,Sports Car,Small,A
3836,NT40494,California,5074,No,Basic,High School or Below,2/27/11,Employed,F,66933,Urban,Married,63,8,0,0,6,Personal Auto,Personal L1,Offer1,Agent,160,Four-Door Car,Medsize,A
3837,SM73248,Arizona,11537,No,Extended,High School or Below,1/21/11,Unemployed,M,0,Suburban,Single,86,12,89,1,2,Corporate Auto,Corporate L1,Offer1,Agent,619,Two-Door Car,Medsize,A
3838,JG83987,Arizona,6451,No,Extended,Bachelor,1/13/11,Employed,F,30857,Urban,Married,81,17,14,0,7,Personal Auto,Personal L3,Offer3,Web,309,Two-Door Car,Large,A
3839,MZ30958,Nevada,6715,No,Extended,High School or Below,2/25/11,Retired,M,21835,Suburban,Married,90,6,78,0,7,Corporate Auto,Corporate L2,Offer1,Agent,432,Two-Door Car,Medsize,A
3840,IG80910,Oregon,3071,No,Extended,High School or Below,2/22/11,Employed,F,47528,Urban,Married,77,10,73,1,1,Personal Auto,Personal L3,Offer2,Agent,277,Four-Door Car,Medsize,A
3841,HF62608,Oregon,6753,No,Extended,College,2/27/11,Employed,F,44213,Rural,Single,85,15,58,0,3,Personal Auto,Personal L3,Offer1,Branch,77,Four-Door Car,Medsize,A
3842,KC32511,Oregon,5181,Yes,Basic,Master,2/3/11,Employed,F,97131,Suburban,Married,64,5,80,0,6,Personal Auto,Personal L2,Offer2,Agent,307,Four-Door Car,Small,A
3843,IK64989,Washington,4458,Yes,Basic,Bachelor,1/2/11,Retired,M,17622,Suburban,Divorced,65,1,36,1,3,Personal Auto,Personal L2,Offer1,Agent,312,Four-Door Car,Medsize,A
3844,XV21647,California,8036,No,Basic,High School or Below,2/1/11,Unemployed,F,0,Suburban,Single,112,7,42,0,9,Personal Auto,Personal L1,Offer1,Branch,806,Sports Car,Medsize,A
3845,NP23146,Arizona,5365,No,Basic,College,2/22/11,Employed,F,62808,Urban,Married,66,33,37,0,4,Special Auto,Special L2,Offer3,Branch,211,Two-Door Car,Medsize,A
3846,BK57087,California,4347,No,Basic,College,1/1/11,Employed,F,38223,Suburban,Married,112,27,18,2,1,Personal Auto,Personal L3,Offer3,Branch,537,SUV,Medsize,A
3847,QU93024,California,29706,No,Extended,Bachelor,1/26/11,Unemployed,M,0,Suburban,Single,128,15,37,0,2,Personal Auto,Personal L2,Offer1,Agent,1345,SUV,Medsize,A
3848,VG68427,Arizona,5608,No,Basic,High School or Below,2/17/11,Employed,M,81914,Urban,Married,70,6,33,0,6,Corporate Auto,Corporate L2,Offer4,Branch,198,Four-Door Car,Medsize,A
3849,HU81007,Oregon,8196,No,Basic,Bachelor,2/28/11,Disabled,F,21706,Suburban,Divorced,108,19,28,0,3,Personal Auto,Personal L3,Offer1,Agent,518,SUV,Medsize,A
3850,UX71137,Washington,8875,No,Premium,Doctor,2/5/11,Employed,F,69205,Urban,Married,110,20,56,0,6,Personal Auto,Personal L3,Offer2,Web,372,Four-Door Car,Medsize,A
3851,JV58396,California,3054,No,Extended,Bachelor,2/25/11,Unemployed,M,0,Suburban,Single,88,29,19,0,1,Personal Auto,Personal L1,Offer2,Agent,422,Four-Door Car,Small,A
3852,LI85491,Oregon,3744,No,Basic,High School or Below,1/1/11,Unemployed,F,0,Suburban,Single,101,3,32,0,1,Personal Auto,Personal L3,Offer1,Agent,727,SUV,Small,A
3853,EZ85603,Arizona,11631,No,Premium,College,1/6/11,Unemployed,F,0,Suburban,Married,152,8,94,0,7,Personal Auto,Personal L3,Offer1,Branch,1082,SUV,Medsize,A
3854,AX38728,California,2966,No,Extended,College,2/19/11,Unemployed,M,0,Suburban,Married,81,14,75,0,1,Personal Auto,Personal L2,Offer1,Branch,388,Two-Door Car,Medsize,A
3855,ZM40672,Oregon,6743,No,Basic,Master,1/11/11,Unemployed,F,0,Suburban,Single,61,2,76,0,2,Corporate Auto,Corporate L3,Offer2,Agent,292,Two-Door Car,Small,A
3856,GV68933,Arizona,7679,No,Basic,High School or Below,2/23/11,Disabled,M,12677,Suburban,Married,101,21,18,0,9,Personal Auto,Personal L3,Offer1,Call Center,500,SUV,Medsize,A
3857,IS95398,Nevada,8444,No,Basic,Bachelor,2/7/11,Employed,F,76352,Urban,Single,109,17,9,2,4,Personal Auto,Personal L2,Offer1,Agent,501,SUV,Small,A
3858,HE15857,Washington,6186,No,Extended,Bachelor,2/18/11,Employed,M,37138,Suburban,Single,83,12,1,2,9,Personal Auto,Personal L3,Offer1,Call Center,417,Two-Door Car,Medsize,A
3859,TA78865,Nevada,20534,No,Extended,High School or Below,1/29/11,Unemployed,M,0,Suburban,Single,93,24,25,0,2,Special Auto,Special L3,Offer3,Agent,669,Four-Door Car,Small,A
3860,LW43630,California,9628,No,Extended,Bachelor,1/6/11,Employed,F,71269,Urban,Married,80,28,85,0,2,Personal Auto,Personal L2,Offer1,Branch,350,Four-Door Car,Medsize,A
3861,AT31367,California,6273,Yes,Extended,College,2/16/11,Retired,F,18577,Suburban,Divorced,86,21,76,0,6,Corporate Auto,Corporate L2,Offer1,Branch,412,Four-Door Car,Medsize,A
3862,FG63582,Oregon,3339,No,Extended,Bachelor,1/15/11,Unemployed,M,0,Suburban,Single,94,20,53,0,1,Personal Auto,Personal L3,Offer1,Agent,863,Two-Door Car,Small,A
3863,IV84135,California,9429,No,Extended,College,2/27/11,Employed,F,75638,Rural,Divorced,83,6,52,4,2,Personal Auto,Personal L3,Offer4,Agent,108,Four-Door Car,Medsize,A
3864,XZ81226,Arizona,6446,No,Extended,Bachelor,1/1/11,Employed,F,43478,Suburban,Married,80,27,79,0,9,Personal Auto,Personal L1,Offer1,Branch,384,Four-Door Car,Medsize,A
3865,RW24925,Oregon,31920,No,Basic,College,1/28/11,Employed,F,58542,Rural,Married,114,29,82,0,2,Personal Auto,Personal L3,Offer2,Branch,129,SUV,Medsize,A
3866,QS83113,Oregon,5032,No,Basic,Bachelor,1/10/11,Employed,M,30735,Suburban,Married,63,4,43,0,7,Personal Auto,Personal L3,Offer1,Agent,307,Two-Door Car,Small,A
3867,BQ51616,Oregon,7263,No,Basic,High School or Below,2/22/11,Employed,F,86732,Rural,Married,180,0,95,0,1,Personal Auto,Personal L1,Offer1,Call Center,204,Luxury SUV,Medsize,A
3868,YC63458,California,5893,No,Basic,Bachelor,1/22/11,Employed,F,86498,Rural,Married,74,13,13,1,5,Personal Auto,Personal L2,Offer3,Agent,8,Two-Door Car,Medsize,A
3869,XA75063,Oregon,10213,No,Extended,College,1/9/11,Employed,F,39719,Suburban,Divorced,131,1,57,0,3,Personal Auto,Personal L3,Offer1,Agent,628,Sports Car,Medsize,A
3870,IA85970,California,8099,No,Basic,Bachelor,2/7/11,Unemployed,F,0,Urban,Divorced,112,19,42,0,6,Personal Auto,Personal L3,Offer1,Branch,438,SUV,Medsize,A
3871,KQ98040,California,7996,No,Extended,Bachelor,2/28/11,Employed,F,70061,Suburban,Married,99,2,57,0,3,Corporate Auto,Corporate L2,Offer3,Agent,699,Four-Door Car,Small,A
3872,MT41386,Washington,2875,No,Basic,Bachelor,2/2/11,Employed,M,84768,Rural,Married,72,6,31,0,1,Personal Auto,Personal L3,Offer4,Agent,110,Two-Door Car,Medsize,A
3873,YL91587,Arizona,2374,No,Basic,High School or Below,2/6/11,Employed,M,48911,Suburban,Single,61,15,6,0,1,Personal Auto,Personal L2,Offer3,Call Center,292,Two-Door Car,Large,A
3874,VW65691,Oregon,4314,No,Basic,High School or Below,2/10/11,Unemployed,F,0,Suburban,Single,64,16,42,1,5,Personal Auto,Personal L3,Offer1,Call Center,460,Four-Door Car,Small,A
3875,LN55080,Oregon,17732,No,Basic,Bachelor,2/14/11,Employed,F,42191,Rural,Married,74,2,43,1,2,Special Auto,Special L2,Offer1,Call Center,68,Two-Door Car,Medsize,A
3876,VU30980,California,9657,Yes,Extended,High School or Below,1/31/11,Unemployed,M,0,Suburban,Married,131,34,61,0,9,Personal Auto,Personal L2,Offer1,Agent,628,SUV,Medsize,A
3877,AT33529,California,2776,No,Basic,Doctor,1/8/11,Employed,F,30893,Rural,Divorced,70,25,13,0,1,Corporate Auto,Corporate L2,Offer3,Branch,85,Four-Door Car,Medsize,A
3878,CE12380,Arizona,20090,No,Basic,College,1/11/11,Unemployed,F,0,Urban,Single,66,16,19,1,2,Corporate Auto,Corporate L3,Offer1,Agent,252,Four-Door Car,Medsize,A
3879,LQ50657,Arizona,3644,Yes,Extended,High School or Below,1/15/11,Employed,F,82477,Suburban,Married,90,1,69,0,1,Personal Auto,Personal L1,Offer2,Agent,432,Two-Door Car,Large,A
3880,KH93988,Oregon,7708,No,Extended,College,1/5/11,Employed,F,71134,Rural,Married,98,21,95,3,8,Personal Auto,Personal L3,Offer1,Web,196,Two-Door Car,Medsize,A
3881,KK15032,Arizona,2702,No,Basic,High School or Below,2/3/11,Employed,F,46370,Suburban,Married,68,28,86,1,1,Personal Auto,Personal L1,Offer2,Web,326,Two-Door Car,Medsize,A
3882,FG91922,Arizona,40224,No,Basic,Master,2/7/11,Employed,M,48587,Suburban,Married,111,7,14,0,2,Personal Auto,Personal L2,Offer1,Branch,532,SUV,Medsize,A
3883,IE57921,California,4726,Yes,Extended,Bachelor,1/10/11,Medical Leave,F,13037,Suburban,Married,124,28,49,0,1,Personal Auto,Personal L2,Offer2,Agent,839,SUV,Small,A
3884,DA74095,Arizona,6102,No,Premium,Bachelor,2/18/11,Employed,F,42800,Suburban,Married,153,4,11,1,1,Personal Auto,Personal L3,Offer1,Call Center,734,Sports Car,Medsize,A
3885,XU35186,California,2749,No,Basic,High School or Below,1/22/11,Employed,F,71445,Suburban,Single,70,6,95,2,1,Personal Auto,Personal L3,Offer1,Branch,336,Four-Door Car,Medsize,A
3886,SE33381,Arizona,4531,No,Extended,Bachelor,2/4/11,Unemployed,F,0,Suburban,Single,126,19,39,0,1,Corporate Auto,Corporate L3,Offer4,Call Center,907,SUV,Medsize,A
3887,TX17484,California,15182,No,Basic,Bachelor,2/10/11,Employed,F,53863,Rural,Married,63,12,30,0,2,Personal Auto,Personal L2,Offer1,Web,105,Four-Door Car,Large,A
3888,YB91420,Oregon,7851,No,Basic,Bachelor,2/2/11,Employed,F,32225,Suburban,Married,66,23,90,0,2,Personal Auto,Personal L1,Offer3,Agent,316,Four-Door Car,Medsize,A
3889,YP47665,Washington,5408,No,Basic,Doctor,1/25/11,Employed,M,80192,Rural,Married,67,22,24,0,7,Personal Auto,Personal L3,Offer2,Agent,95,Four-Door Car,Medsize,A
3890,VY90611,California,2499,No,Basic,Master,1/27/11,Employed,F,28264,Suburban,Divorced,63,22,9,0,1,Corporate Auto,Corporate L3,Offer2,Agent,364,Two-Door Car,Small,A
3891,SV28347,California,8485,No,Basic,High School or Below,2/14/11,Employed,M,32607,Suburban,Single,111,27,79,1,8,Corporate Auto,Corporate L3,Offer2,Branch,532,SUV,Medsize,A
3892,JO68735,California,2292,No,Basic,Bachelor,2/6/11,Unemployed,F,0,Suburban,Single,64,18,30,0,1,Personal Auto,Personal L3,Offer1,Branch,460,Two-Door Car,Medsize,A
3893,YQ24856,California,6843,No,Basic,Bachelor,1/23/11,Unemployed,M,0,Suburban,Single,66,18,21,0,2,Corporate Auto,Corporate L2,Offer2,Web,478,Two-Door Car,Medsize,A
3894,AZ82578,California,7928,No,Basic,College,1/30/11,Unemployed,F,0,Suburban,Married,72,7,75,0,2,Corporate Auto,Corporate L3,Offer1,Call Center,345,Four-Door Car,Medsize,A
3895,HP50399,Nevada,3982,No,Basic,Bachelor,1/5/11,Unemployed,M,0,Suburban,Divorced,113,14,77,0,1,Personal Auto,Personal L3,Offer3,Branch,542,SUV,Medsize,A
3896,IB59831,Oregon,15512,No,Extended,College,2/19/11,Employed,M,39794,Suburban,Single,133,0,7,0,2,Corporate Auto,Corporate L2,Offer1,Agent,638,SUV,Small,A
3897,PY42157,Washington,2472,No,Basic,High School or Below,1/27/11,Employed,F,62006,Suburban,Married,61,31,96,0,1,Personal Auto,Personal L2,Offer4,Agent,292,Four-Door Car,Large,A
3898,KI18648,Arizona,8084,No,Basic,Bachelor,1/25/11,Employed,F,60662,Suburban,Divorced,68,10,38,0,2,Special Auto,Special L1,Offer2,Web,326,Two-Door Car,Medsize,A
3899,CC94413,Oregon,5701,No,Basic,Bachelor,1/16/11,Employed,F,41154,Suburban,Married,72,6,7,1,8,Personal Auto,Personal L2,Offer2,Agent,345,Four-Door Car,Small,A
3900,CB44654,Arizona,2409,No,Basic,Bachelor,2/28/11,Employed,M,59665,Urban,Single,62,33,3,1,1,Personal Auto,Personal L3,Offer1,Agent,167,Two-Door Car,Medsize,A
3901,FP60372,Nevada,8072,No,Basic,Bachelor,1/15/11,Employed,M,30584,Rural,Married,68,10,37,0,2,Personal Auto,Personal L2,Offer3,Branch,51,Two-Door Car,Medsize,A
3902,YA80645,Oregon,2899,No,Basic,High School or Below,1/2/11,Employed,F,33738,Urban,Divorced,74,6,50,1,1,Corporate Auto,Corporate L1,Offer2,Agent,304,Four-Door Car,Medsize,A
3903,NM40177,California,8010,No,Basic,Bachelor,1/27/11,Employed,M,52009,Urban,Married,68,20,29,0,2,Personal Auto,Personal L3,Offer1,Agent,250,Four-Door Car,Medsize,A
3904,NM39588,Washington,2678,No,Basic,Doctor,1/20/11,Employed,F,72450,Rural,Married,66,21,58,0,1,Corporate Auto,Corporate L3,Offer4,Branch,84,Four-Door Car,Medsize,A
3905,DL45122,California,3329,No,Extended,Bachelor,2/17/11,Employed,M,75556,Suburban,Married,84,24,78,0,1,Corporate Auto,Corporate L3,Offer2,Agent,498,Four-Door Car,Small,A
3906,RE12758,California,6782,No,Extended,High School or Below,2/22/11,Employed,M,26116,Suburban,Married,85,6,58,0,3,Personal Auto,Personal L3,Offer4,Agent,612,Four-Door Car,Medsize,A
3907,HO40387,California,2570,No,Basic,Master,1/1/11,Unemployed,M,0,Suburban,Married,72,0,93,3,1,Personal Auto,Personal L3,Offer4,Call Center,345,Two-Door Car,Small,A
3908,SP63623,Oregon,4692,No,Basic,College,1/3/11,Unemployed,M,0,Suburban,Single,69,31,89,0,5,Personal Auto,Personal L2,Offer1,Agent,506,Four-Door Car,Large,A
3909,SR47878,California,5595,Yes,Basic,High School or Below,2/5/11,Employed,F,74454,Suburban,Single,71,25,29,0,3,Personal Auto,Personal L3,Offer2,Call Center,340,Four-Door Car,Medsize,A
3910,DB17162,Arizona,5363,No,Basic,High School or Below,2/14/11,Employed,M,64324,Suburban,Married,67,7,67,0,3,Personal Auto,Personal L2,Offer3,Branch,321,Four-Door Car,Small,A
3911,GU91528,Oregon,4254,Yes,Basic,High School or Below,2/3/11,Disabled,F,11904,Suburban,Single,61,34,11,2,3,Personal Auto,Personal L1,Offer1,Web,292,Two-Door Car,Small,A
3912,GO36627,Arizona,3837,No,Extended,College,1/13/11,Employed,M,21880,Urban,Married,97,29,37,0,1,Special Auto,Special L2,Offer1,Branch,424,Four-Door Car,Medsize,A
3913,EH16250,Arizona,7705,No,Basic,Bachelor,2/26/11,Employed,M,25290,Suburban,Single,66,0,4,0,2,Personal Auto,Personal L1,Offer3,Call Center,382,Four-Door Car,Medsize,A
3914,SH12501,Washington,3768,No,Extended,High School or Below,1/26/11,Employed,M,43412,Suburban,Married,94,33,38,0,1,Personal Auto,Personal L2,Offer4,Agent,509,Two-Door Car,Medsize,A
3915,JB20173,California,10391,No,Extended,Bachelor,2/4/11,Employed,M,81439,Rural,Single,90,25,40,1,2,Personal Auto,Personal L2,Offer2,Call Center,108,Two-Door Car,Medsize,A
3916,WR45726,Arizona,11315,Yes,Premium,Bachelor,2/16/11,Disabled,F,11885,Suburban,Divorced,101,18,39,0,2,Special Auto,Special L1,Offer1,Agent,484,Four-Door Car,Medsize,A
3917,IN52645,Oregon,7344,No,Premium,High School or Below,2/1/11,Employed,F,64371,Suburban,Married,181,4,50,0,1,Personal Auto,Personal L3,Offer2,Web,868,SUV,Small,A
3918,UV46349,Oregon,6238,No,Extended,Bachelor,1/4/11,Unemployed,F,0,Rural,Married,90,25,63,2,7,Personal Auto,Personal L3,Offer3,Call Center,134,Four-Door Car,Medsize,A
3919,AM28777,Oregon,2707,No,Basic,College,1/4/11,Employed,F,51455,Rural,Married,67,16,85,0,1,Personal Auto,Personal L1,Offer2,Agent,11,Four-Door Car,Medsize,A
3920,AT84725,Washington,4650,Yes,Basic,College,1/10/11,Retired,M,28215,Suburban,Single,65,15,26,0,3,Personal Auto,Personal L3,Offer1,Agent,468,Two-Door Car,Medsize,A
3921,CN53343,Arizona,2848,No,Extended,Bachelor,2/2/11,Unemployed,F,0,Suburban,Single,81,26,58,0,1,Personal Auto,Personal L3,Offer1,Branch,583,Four-Door Car,Medsize,A
3922,LA60344,Arizona,18690,No,Basic,College,2/19/11,Unemployed,M,0,Suburban,Single,68,6,94,0,2,Personal Auto,Personal L2,Offer1,Agent,326,Four-Door Car,Small,A
3923,XT55646,Arizona,4428,No,Basic,Bachelor,2/2/11,Medical Leave,M,18263,Suburban,Married,117,1,18,0,1,Personal Auto,Personal L2,Offer1,Branch,758,SUV,Medsize,A
